Majority protein IDs	protein_ID
XP_020930037.1;XP_013838585.1;XP_001929353.3;XP_020930036.1;XP_013838583.1;XP_013838582.1	XP_013838583.1
XP_020930037.1;XP_013838585.1;XP_001929353.3;XP_020930036.1;XP_013838583.1;XP_013838582.1	XP_013838582.1
XP_001929355.3	XP_001929355.3
XP_005670809.2;XP_001929380.1	XP_005670809.2
XP_005670809.2;XP_001929380.1	XP_001929380.1
XP_001929396.1	XP_001929396.1
XP_020945990.1;XP_020945988.1;XP_020945987.1;XP_020945986.1;XP_020945985.1;XP_020945984.1;XP_020945983.1;XP_013852880.1;XP_013852879.1;XP_013852878.1;XP_013852876.1;XP_020945982.1;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_001929419.2;XP_020945980.1	XP_020945990.1
XP_020945990.1;XP_020945988.1;XP_020945987.1;XP_020945986.1;XP_020945985.1;XP_020945984.1;XP_020945983.1;XP_013852880.1;XP_013852879.1;XP_013852878.1;XP_013852876.1;XP_020945982.1;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_001929419.2;XP_020945980.1	XP_020945988.1
XP_020945990.1;XP_020945988.1;XP_020945987.1;XP_020945986.1;XP_020945985.1;XP_020945984.1;XP_020945983.1;XP_013852880.1;XP_013852879.1;XP_013852878.1;XP_013852876.1;XP_020945982.1;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_001929419.2;XP_020945980.1	XP_020945987.1
XP_020945990.1;XP_020945988.1;XP_020945987.1;XP_020945986.1;XP_020945985.1;XP_020945984.1;XP_020945983.1;XP_013852880.1;XP_013852879.1;XP_013852878.1;XP_013852876.1;XP_020945982.1;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_001929419.2;XP_020945980.1	XP_020945986.1
XP_020945990.1;XP_020945988.1;XP_020945987.1;XP_020945986.1;XP_020945985.1;XP_020945984.1;XP_020945983.1;XP_013852880.1;XP_013852879.1;XP_013852878.1;XP_013852876.1;XP_020945982.1;XP_020945981.1;XP_005663770.1;XP_003125974.1;XP_001929419.2;XP_020945980.1	XP_020945985.1
XP_003359292.1;XP_005671187.1;XP_001929420.2;XP_005671186.1;XP_003359295.1	XP_003359292.1
XP_003359292.1;XP_005671187.1;XP_001929420.2;XP_005671186.1;XP_003359295.1	XP_005671187.1
XP_003359292.1;XP_005671187.1;XP_001929420.2;XP_005671186.1;XP_003359295.1	XP_001929420.2
XP_003359292.1;XP_005671187.1;XP_001929420.2;XP_005671186.1;XP_003359295.1	XP_005671186.1
XP_003359292.1;XP_005671187.1;XP_001929420.2;XP_005671186.1;XP_003359295.1	XP_003359295.1
XP_001929445.4	XP_001929445.4
XP_005663949.1;XP_001929448.3	XP_005663949.1
XP_005663949.1;XP_001929448.3	XP_001929448.3
XP_005671492.1;XP_001929465.1	XP_005671492.1
XP_005671492.1;XP_001929465.1	XP_001929465.1
XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3;XP_020947462.1;XP_020947461.1;XP_020947460.1	XP_020947463.1
XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3;XP_020947462.1;XP_020947461.1;XP_020947460.1	XP_005663951.1
XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3;XP_020947462.1;XP_020947461.1;XP_020947460.1	XP_020947462.1
XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3;XP_020947462.1;XP_020947461.1;XP_020947460.1	XP_020947461.1
XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3;XP_020947462.1;XP_020947461.1;XP_020947460.1	XP_020947460.1
XP_020929294.1;XP_001929518.1	XP_020929294.1
XP_020929294.1;XP_001929518.1	XP_001929518.1
XP_013833296.1;XP_003356663.1;XP_001929525.3	XP_013833296.1
XP_013833296.1;XP_003356663.1;XP_001929525.3	XP_003356663.1
XP_013833296.1;XP_003356663.1;XP_001929525.3	XP_001929525.3
XP_001929601.1	XP_001929601.1
XP_013838635.2;XP_020929120.1;XP_020929118.1;XP_013838633.2;XP_001929604.6	XP_013838635.2
XP_013838635.2;XP_020929120.1;XP_020929118.1;XP_013838633.2;XP_001929604.6	XP_020929120.1
XP_013838635.2;XP_020929120.1;XP_020929118.1;XP_013838633.2;XP_001929604.6	XP_020929118.1
XP_013838635.2;XP_020929120.1;XP_020929118.1;XP_013838633.2;XP_001929604.6	XP_013838633.2
XP_013838635.2;XP_020929120.1;XP_020929118.1;XP_013838633.2;XP_001929604.6	XP_001929604.6
XP_001929657.6;XP_020929784.1	XP_001929657.6
XP_001929657.6;XP_020929784.1	XP_020929784.1
XP_020954219.1;XP_001929671.1	XP_020954219.1
XP_020954219.1;XP_001929671.1	XP_001929671.1
XP_020928443.1;XP_013838662.1;XP_013838661.1;XP_020928442.1;XP_005671003.1;XP_020928441.1;XP_001929677.1	XP_020928443.1
XP_020928443.1;XP_013838662.1;XP_013838661.1;XP_020928442.1;XP_005671003.1;XP_020928441.1;XP_001929677.1	XP_013838662.1
XP_020928443.1;XP_013838662.1;XP_013838661.1;XP_020928442.1;XP_005671003.1;XP_020928441.1;XP_001929677.1	XP_013838661.1
XP_020928443.1;XP_013838662.1;XP_013838661.1;XP_020928442.1;XP_005671003.1;XP_020928441.1;XP_001929677.1	XP_020928442.1
XP_020928443.1;XP_013838662.1;XP_013838661.1;XP_020928442.1;XP_005671003.1;XP_020928441.1;XP_001929677.1	XP_020928441.1
XP_013852605.1;XP_001929678.1;XP_020945522.1;XP_013852604.1	XP_013852605.1
XP_013852605.1;XP_001929678.1;XP_020945522.1;XP_013852604.1	XP_001929678.1
XP_013852605.1;XP_001929678.1;XP_020945522.1;XP_013852604.1	XP_020945522.1
XP_013852605.1;XP_001929678.1;XP_020945522.1;XP_013852604.1	XP_013852604.1
XP_013838663.1;XP_001929679.1;XP_020928444.1;XP_013838664.1	XP_013838663.1
XP_013838663.1;XP_001929679.1;XP_020928444.1;XP_013838664.1	XP_001929679.1
XP_013838663.1;XP_001929679.1;XP_020928444.1;XP_013838664.1	XP_020928444.1
XP_013838663.1;XP_001929679.1;XP_020928444.1;XP_013838664.1	XP_013838664.1
XP_020945550.1;XP_020945549.1;XP_001929700.1	XP_020945550.1
XP_020945550.1;XP_020945549.1;XP_001929700.1	XP_020945549.1
XP_020945550.1;XP_020945549.1;XP_001929700.1	XP_001929700.1
XP_020944217.1;XP_020944214.1;XP_003121262.3	XP_020944217.1
XP_020944217.1;XP_020944214.1;XP_003121262.3	XP_020944214.1
XP_020944217.1;XP_020944214.1;XP_003121262.3	XP_003121262.3
XP_003121320.4	XP_003121320.4
XP_005659544.1;XP_020949363.1;XP_003121503.3	XP_005659544.1
XP_005659544.1;XP_020949363.1;XP_003121503.3	XP_020949363.1
XP_005659544.1;XP_020949363.1;XP_003121503.3	XP_003121503.3
XP_003121581.3	XP_003121581.3
XP_013848606.1;XP_003121631.2	XP_013848606.1
XP_013848606.1;XP_003121631.2	XP_003121631.2
XP_003121650.1	XP_003121650.1
XP_003121747.3	XP_003121747.3
XP_003121777.2	XP_003121777.2
XP_003121807.3	XP_003121807.3
XP_003121866.1;XP_020957939.1;XP_020957934.1	XP_003121866.1
XP_003121866.1;XP_020957939.1;XP_020957934.1	XP_020957939.1
XP_003121866.1;XP_020957939.1;XP_020957934.1	XP_020957934.1
XP_020918378.1;XP_020918375.1;XP_013841474.1;XP_003121921.1	XP_020918378.1
XP_020918378.1;XP_020918375.1;XP_013841474.1;XP_003121921.1	XP_020918375.1
XP_020918378.1;XP_020918375.1;XP_013841474.1;XP_003121921.1	XP_013841474.1
XP_020918378.1;XP_020918375.1;XP_013841474.1;XP_003121921.1	XP_003121921.1
XP_003121927.3	XP_003121927.3
XP_003121938.1;XP_020918852.1;XP_005660140.1	XP_003121938.1
XP_003121938.1;XP_020918852.1;XP_005660140.1	XP_020918852.1
XP_003121938.1;XP_020918852.1;XP_005660140.1	XP_005660140.1
XP_003121981.4	XP_003121981.4
XP_003122046.1	XP_003122046.1
XP_003122217.3;XP_005660500.1	XP_003122217.3
XP_003122217.3;XP_005660500.1	XP_005660500.1
XP_005660509.1;XP_003122225.3	XP_005660509.1
XP_005660509.1;XP_003122225.3	XP_003122225.3
XP_020948431.1;XP_020948423.1;XP_020948415.1;XP_020948410.1;XP_005652532.1;XP_005652531.1;XP_013833896.1;XP_013833868.1;XP_013833845.1;XP_013833815.1;XP_013833777.1;XP_005652530.1;XP_005652529.1;XP_003122339.1	XP_020948431.1
XP_020948431.1;XP_020948423.1;XP_020948415.1;XP_020948410.1;XP_005652532.1;XP_005652531.1;XP_013833896.1;XP_013833868.1;XP_013833845.1;XP_013833815.1;XP_013833777.1;XP_005652530.1;XP_005652529.1;XP_003122339.1	XP_020948423.1
XP_020948431.1;XP_020948423.1;XP_020948415.1;XP_020948410.1;XP_005652532.1;XP_005652531.1;XP_013833896.1;XP_013833868.1;XP_013833845.1;XP_013833815.1;XP_013833777.1;XP_005652530.1;XP_005652529.1;XP_003122339.1	XP_020948415.1
XP_020948431.1;XP_020948423.1;XP_020948415.1;XP_020948410.1;XP_005652532.1;XP_005652531.1;XP_013833896.1;XP_013833868.1;XP_013833845.1;XP_013833815.1;XP_013833777.1;XP_005652530.1;XP_005652529.1;XP_003122339.1	XP_020948410.1
XP_020948431.1;XP_020948423.1;XP_020948415.1;XP_020948410.1;XP_005652532.1;XP_005652531.1;XP_013833896.1;XP_013833868.1;XP_013833845.1;XP_013833815.1;XP_013833777.1;XP_005652530.1;XP_005652529.1;XP_003122339.1	XP_013833896.1
XP_003122400.2	XP_003122400.2
XP_005652838.1;XP_005652837.1;XP_005652836.1;XP_005652835.1;XP_003122446.2	XP_005652838.1
XP_005652838.1;XP_005652837.1;XP_005652836.1;XP_005652835.1;XP_003122446.2	XP_005652837.1
XP_005652838.1;XP_005652837.1;XP_005652836.1;XP_005652835.1;XP_003122446.2	XP_005652836.1
XP_005652838.1;XP_005652837.1;XP_005652836.1;XP_005652835.1;XP_003122446.2	XP_005652835.1
XP_005652838.1;XP_005652837.1;XP_005652836.1;XP_005652835.1;XP_003122446.2	XP_003122446.2
XP_020938399.1;XP_005660672.1;XP_003122483.3;XP_003122482.1	XP_020938399.1
XP_020938399.1;XP_005660672.1;XP_003122483.3;XP_003122482.1	XP_005660672.1
XP_020938399.1;XP_005660672.1;XP_003122483.3;XP_003122482.1	XP_003122483.3
XP_020938399.1;XP_005660672.1;XP_003122483.3;XP_003122482.1	XP_003122482.1
XP_003122486.1	XP_003122486.1
XP_003122504.1;XP_013849480.1	XP_003122504.1
XP_003122504.1;XP_013849480.1	XP_013849480.1
XP_003122540.1;XP_005660702.1	XP_003122540.1
XP_003122540.1;XP_005660702.1	XP_005660702.1
XP_005660730.1;XP_003122562.1;XP_003122561.1;XP_003122559.1;XP_003122558.1	XP_005660730.1
XP_005660730.1;XP_003122562.1;XP_003122561.1;XP_003122559.1;XP_003122558.1	XP_003122562.1
XP_005660730.1;XP_003122562.1;XP_003122561.1;XP_003122559.1;XP_003122558.1	XP_003122561.1
XP_005660730.1;XP_003122562.1;XP_003122561.1;XP_003122559.1;XP_003122558.1	XP_003122559.1
XP_005660730.1;XP_003122562.1;XP_003122561.1;XP_003122559.1;XP_003122558.1	XP_003122558.1
XP_003122563.1	XP_003122563.1
XP_003122597.4;XP_013849576.1	XP_003122597.4
XP_003122597.4;XP_013849576.1	XP_013849576.1
XP_003122620.3	XP_003122620.3
XP_005660807.1;XP_005660806.1;XP_003353837.1;XP_003122628.1	XP_005660807.1
XP_005660807.1;XP_005660806.1;XP_003353837.1;XP_003122628.1	XP_005660806.1
XP_005660807.1;XP_005660806.1;XP_003353837.1;XP_003122628.1	XP_003353837.1
XP_005660807.1;XP_005660806.1;XP_003353837.1;XP_003122628.1	XP_003122628.1
XP_003122635.3	XP_003122635.3
XP_003122636.2	XP_003122636.2
XP_003122642.2	XP_003122642.2
XP_005660857.1;XP_003122673.2	XP_005660857.1
XP_005660857.1;XP_003122673.2	XP_003122673.2
XP_020938600.1;XP_003122689.1	XP_020938600.1
XP_020938600.1;XP_003122689.1	XP_003122689.1
XP_003122699.2	XP_003122699.2
XP_003122718.1	XP_003122718.1
XP_003122837.1;XP_003122836.1;XP_003122834.1;XP_005654732.2	XP_003122837.1
XP_003122837.1;XP_003122836.1;XP_003122834.1;XP_005654732.2	XP_003122836.1
XP_003122837.1;XP_003122836.1;XP_003122834.1;XP_005654732.2	XP_003122834.1
XP_003122837.1;XP_003122836.1;XP_003122834.1;XP_005654732.2	XP_005654732.2
XP_005673920.1;XP_005662165.1;XP_003122846.1	XP_005673920.1
XP_005673920.1;XP_005662165.1;XP_003122846.1	XP_005662165.1
XP_005673920.1;XP_005662165.1;XP_003122846.1	XP_003122846.1
XP_005660979.1;XP_003122857.1	XP_005660979.1
XP_005660979.1;XP_003122857.1	XP_003122857.1
XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	XP_020940888.1
XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	XP_020940887.1
XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	XP_020940886.1
XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	XP_020940884.1
XP_020940888.1;XP_020940887.1;XP_020940886.1;XP_020940884.1;XP_020940883.1;XP_020940882.1;XP_020940881.1;XP_020940880.1;XP_013849813.1;XP_013849812.1;XP_003122859.1	XP_020940883.1
XP_020940899.1;XP_020940898.1;XP_003122873.2;XP_013849822.1;XP_005661009.1	XP_020940899.1
XP_020940899.1;XP_020940898.1;XP_003122873.2;XP_013849822.1;XP_005661009.1	XP_020940898.1
XP_020940899.1;XP_020940898.1;XP_003122873.2;XP_013849822.1;XP_005661009.1	XP_003122873.2
XP_020940899.1;XP_020940898.1;XP_003122873.2;XP_013849822.1;XP_005661009.1	XP_013849822.1
XP_020940899.1;XP_020940898.1;XP_003122873.2;XP_013849822.1;XP_005661009.1	XP_005661009.1
XP_005661041.1;XP_003122904.1	XP_005661041.1
XP_005661041.1;XP_003122904.1	XP_003122904.1
XP_003122917.2	XP_003122917.2
XP_003122918.2	XP_003122918.2
XP_003122952.1	XP_003122952.1
XP_003123013.1	XP_003123013.1
XP_003123029.2	XP_003123029.2
XP_003123039.1	XP_003123039.1
XP_005654770.1;XP_003123084.1;XP_020939794.1;XP_005654769.1;XP_005654768.1;XP_020939793.1	XP_005654770.1
XP_005654770.1;XP_003123084.1;XP_020939794.1;XP_005654769.1;XP_005654768.1;XP_020939793.1	XP_020939794.1
XP_005654770.1;XP_003123084.1;XP_020939794.1;XP_005654769.1;XP_005654768.1;XP_020939793.1	XP_005654769.1
XP_005654770.1;XP_003123084.1;XP_020939794.1;XP_005654769.1;XP_005654768.1;XP_020939793.1	XP_005654768.1
XP_005654770.1;XP_003123084.1;XP_020939794.1;XP_005654769.1;XP_005654768.1;XP_020939793.1	XP_020939793.1
XP_003123114.1;XP_005661386.1	XP_003123114.1
XP_003123114.1;XP_005661386.1	XP_005661386.1
XP_003123119.1	XP_003123119.1
XP_003123210.1;XP_020939551.1	XP_003123210.1
XP_003123210.1;XP_020939551.1	XP_020939551.1
XP_003123223.1;XP_003123222.1;XP_003123224.2	XP_003123223.1
XP_003123223.1;XP_003123222.1;XP_003123224.2	XP_003123222.1
XP_003123223.1;XP_003123222.1;XP_003123224.2	XP_003123224.2
XP_003123225.2;XP_005654944.1;NP_001116651.1	XP_003123225.2
XP_003123225.2;XP_005654944.1;NP_001116651.1	XP_005654944.1
XP_003123225.2;XP_005654944.1;NP_001116651.1	NP_001116651.1
XP_003123233.2	XP_003123233.2
XP_003123248.1	XP_003123248.1
XP_003123252.1;XP_020939484.1	XP_003123252.1
XP_003123252.1;XP_020939484.1	XP_020939484.1
XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	XP_020939451.1
XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	XP_003123258.1
XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	XP_005654920.1
XP_020939451.1;XP_003123258.1;XP_005654920.1;XP_020939450.1	XP_020939450.1
XP_003123362.2;XP_013846058.2	XP_003123362.2
XP_003123362.2;XP_013846058.2	XP_013846058.2
XP_003123372.1	XP_003123372.1
XP_003123385.1;XP_020939373.1	XP_003123385.1
XP_003123385.1;XP_020939373.1	XP_020939373.1
XP_003123387.1	XP_003123387.1
XP_003123394.3	XP_003123394.3
XP_003123401.1;XP_003354151.1	XP_003123401.1
XP_003123401.1;XP_003354151.1	XP_003354151.1
XP_005652964.1;XP_003123501.2;XP_005652963.1	XP_005652964.1
XP_005652964.1;XP_003123501.2;XP_005652963.1	XP_003123501.2
XP_005652964.1;XP_003123501.2;XP_005652963.1	XP_005652963.1
XP_005661273.2;XP_020939255.1;XP_020939254.1;XP_005661270.2;XP_020939253.1;XP_005661267.2;XP_020939251.1;XP_020939250.1;XP_003123529.3;XP_020939247.1;XP_020939246.1;XP_013850083.2;XP_020939248.1	XP_020939255.1
XP_005661273.2;XP_020939255.1;XP_020939254.1;XP_005661270.2;XP_020939253.1;XP_005661267.2;XP_020939251.1;XP_020939250.1;XP_003123529.3;XP_020939247.1;XP_020939246.1;XP_013850083.2;XP_020939248.1	XP_020939254.1
XP_005661273.2;XP_020939255.1;XP_020939254.1;XP_005661270.2;XP_020939253.1;XP_005661267.2;XP_020939251.1;XP_020939250.1;XP_003123529.3;XP_020939247.1;XP_020939246.1;XP_013850083.2;XP_020939248.1	XP_020939253.1
XP_005661273.2;XP_020939255.1;XP_020939254.1;XP_005661270.2;XP_020939253.1;XP_005661267.2;XP_020939251.1;XP_020939250.1;XP_003123529.3;XP_020939247.1;XP_020939246.1;XP_013850083.2;XP_020939248.1	XP_020939251.1
XP_005661273.2;XP_020939255.1;XP_020939254.1;XP_005661270.2;XP_020939253.1;XP_005661267.2;XP_020939251.1;XP_020939250.1;XP_003123529.3;XP_020939247.1;XP_020939246.1;XP_013850083.2;XP_020939248.1	XP_020939250.1
XP_003123541.1	XP_003123541.1
XP_003123542.1;XP_005661239.1;XP_020939215.1	XP_003123542.1
XP_003123542.1;XP_005661239.1;XP_020939215.1	XP_005661239.1
XP_003123542.1;XP_005661239.1;XP_020939215.1	XP_020939215.1
XP_020939193.1;XP_020939192.1;XP_003123559.4	XP_020939193.1
XP_020939193.1;XP_020939192.1;XP_003123559.4	XP_020939192.1
XP_020939193.1;XP_020939192.1;XP_003123559.4	XP_003123559.4
XP_005652984.1;XP_020939137.1;XP_003123564.1	XP_005652984.1
XP_005652984.1;XP_020939137.1;XP_003123564.1	XP_020939137.1
XP_005652984.1;XP_020939137.1;XP_003123564.1	XP_003123564.1
XP_003123584.1	XP_003123584.1
XP_003123686.3	XP_003123686.3
XP_005654993.2;XP_003123687.4	XP_005654993.2
XP_005654993.2;XP_003123687.4	XP_003123687.4
XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1	XP_003123690.1
XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1	XP_020939983.1
XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1	XP_005655002.1
XP_003123690.1;XP_020939983.1;XP_005655002.1;XP_020939984.1	XP_020939984.1
XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_020939991.1;XP_020939990.1;XP_020939986.1;XP_013842977.1;XP_013842975.1;XP_013842978.1;XP_013842976.1;XP_020935324.1;XP_020935323.1	XP_020939989.1
XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_020939991.1;XP_020939990.1;XP_020939986.1;XP_013842977.1;XP_013842975.1;XP_013842978.1;XP_013842976.1;XP_020935324.1;XP_020935323.1	XP_020939988.1
XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_020939991.1;XP_020939990.1;XP_020939986.1;XP_013842977.1;XP_013842975.1;XP_013842978.1;XP_013842976.1;XP_020935324.1;XP_020935323.1	XP_020939987.1
XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_020939991.1;XP_020939990.1;XP_020939986.1;XP_013842977.1;XP_013842975.1;XP_013842978.1;XP_013842976.1;XP_020935324.1;XP_020935323.1	XP_020939991.1
XP_020939989.1;XP_020939988.1;XP_020939987.1;XP_003123691.1;XP_020939985.1;XP_005654998.1;XP_005654997.1;XP_005654996.1;XP_020939991.1;XP_020939990.1;XP_020939986.1;XP_013842977.1;XP_013842975.1;XP_013842978.1;XP_013842976.1;XP_020935324.1;XP_020935323.1	XP_020939990.1
XP_003123695.1;XP_003123696.1	XP_003123695.1
XP_003123695.1;XP_003123696.1	XP_003123696.1
XP_005661525.1;XP_005661524.1;XP_003123708.1	XP_005661525.1
XP_005661525.1;XP_005661524.1;XP_003123708.1	XP_005661524.1
XP_005661525.1;XP_005661524.1;XP_003123708.1	XP_003123708.1
XP_003123722.1	XP_003123722.1
XP_003123896.3	XP_003123896.3
XP_013850500.1;XP_003123900.2;XP_013850499.1	XP_013850500.1
XP_013850500.1;XP_003123900.2;XP_013850499.1	XP_003123900.2
XP_013850500.1;XP_003123900.2;XP_013850499.1	XP_013850499.1
XP_003123930.2	XP_003123930.2
XP_003123949.1	XP_003123949.1
XP_003124018.1	XP_003124018.1
XP_003124023.1;XP_005661751.1	XP_003124023.1
XP_003124023.1;XP_005661751.1	XP_005661751.1
XP_003124036.3	XP_003124036.3
XP_003124081.1;XP_020940550.1	XP_003124081.1
XP_003124081.1;XP_020940550.1	XP_020940550.1
XP_003124094.3;XP_013843252.2	XP_003124094.3
XP_003124094.3;XP_013843252.2	XP_013843252.2
XP_003124114.4	XP_003124114.4
XP_020940674.1;XP_013850786.2;XP_003124148.5	XP_020940674.1
XP_020940674.1;XP_013850786.2;XP_003124148.5	XP_013850786.2
XP_020940674.1;XP_013850786.2;XP_003124148.5	XP_003124148.5
XP_003124275.1	XP_003124275.1
XP_020941706.1;XP_003124328.1	XP_020941706.1
XP_020941706.1;XP_003124328.1	XP_003124328.1
XP_003124493.1	XP_003124493.1
XP_003124496.1	XP_003124496.1
XP_003124519.2	XP_003124519.2
XP_020942062.1;XP_003124521.1	XP_020942062.1
XP_020942062.1;XP_003124521.1	XP_003124521.1
XP_003124542.3	XP_003124542.3
XP_003124563.3	XP_003124563.3
XP_020943713.1;XP_003124567.2;XP_020943711.1;XP_020943710.1;XP_020943709.1;XP_020943708.1	XP_020943713.1
XP_020943713.1;XP_003124567.2;XP_020943711.1;XP_020943710.1;XP_020943709.1;XP_020943708.1	XP_020943711.1
XP_020943713.1;XP_003124567.2;XP_020943711.1;XP_020943710.1;XP_020943709.1;XP_020943708.1	XP_020943710.1
XP_020943713.1;XP_003124567.2;XP_020943711.1;XP_020943710.1;XP_020943709.1;XP_020943708.1	XP_020943709.1
XP_020943713.1;XP_003124567.2;XP_020943711.1;XP_020943710.1;XP_020943709.1;XP_020943708.1	XP_020943708.1
XP_003124603.3	XP_003124603.3
XP_003124605.2;XP_020942160.1	XP_003124605.2
XP_003124605.2;XP_020942160.1	XP_020942160.1
XP_013851113.2;XP_005662204.1;XP_003124656.3	XP_013851113.2
XP_013851113.2;XP_005662204.1;XP_003124656.3	XP_005662204.1
XP_013851113.2;XP_005662204.1;XP_003124656.3	XP_003124656.3
XP_013851124.1;XP_003124688.4	XP_013851124.1
XP_013851124.1;XP_003124688.4	XP_003124688.4
XP_003124743.2	XP_003124743.2
XP_003124756.2	XP_003124756.2
XP_003124794.2	XP_003124794.2
XP_003124992.1	XP_003124992.1
XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	XP_020942956.1
XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	XP_013843340.1
XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	XP_013843339.1
XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	XP_003124998.1
XP_020942956.1;XP_013843340.1;XP_013843339.1;XP_003124998.1;XP_003124997.1;XP_003124996.1;XP_003124995.1	XP_003124997.1
XP_003125060.1	XP_003125060.1
XP_003125080.1	XP_003125080.1
XP_003125091.3;XP_020943049.1;XP_005662537.1;XP_005662536.1	XP_003125091.3
XP_003125091.3;XP_020943049.1;XP_005662537.1;XP_005662536.1	XP_020943049.1
XP_003125091.3;XP_020943049.1;XP_005662537.1;XP_005662536.1	XP_005662537.1
XP_003125091.3;XP_020943049.1;XP_005662537.1;XP_005662536.1	XP_005662536.1
XP_003125105.1	XP_003125105.1
XP_003125148.1	XP_003125148.1
XP_003125182.3	XP_003125182.3
XP_003125184.3;XP_013846730.1;XP_013846724.1;XP_005652973.1;NP_999376.1;XP_005654051.1;NP_001098779.1;XP_020929677.1;XP_020929676.1;XP_003483459.2	XP_013846730.1
XP_003125184.3;XP_013846730.1;XP_013846724.1;XP_005652973.1;NP_999376.1;XP_005654051.1;NP_001098779.1;XP_020929677.1;XP_020929676.1;XP_003483459.2	XP_013846724.1
