Majority protein IDs	protein_ID	Gene Symbol
XP_020939341.1;XP_020939323.1;XP_020939313.1;XP_020939302.1;XP_020939330.1;XP_020939291.1;XP_020939289.1;NP_001007196.1;XP_020939347.1	XP_020939313.1	QKI
XP_020939341.1;XP_020939323.1;XP_020939313.1;XP_020939302.1;XP_020939330.1;XP_020939291.1;XP_020939289.1;NP_001007196.1;XP_020939347.1	XP_020939330.1	QKI
XP_020939341.1;XP_020939323.1;XP_020939313.1;XP_020939302.1;XP_020939330.1;XP_020939291.1;XP_020939289.1;NP_001007196.1;XP_020939347.1	XP_020939347.1	QKI
NP_001007518.1	NP_001007518.1	COX5B
NP_001007519.1	NP_001007519.1	HSPB1
XP_020936071.1;XP_020936067.1;XP_020936062.1;XP_013847134.2;XP_005653010.2;XP_005653009.2;NP_001008481.1;XP_020936044.1;XP_005653011.2;XP_020936035.1;XP_005653013.2;XP_005653014.2;XP_005653012.2	XP_020936071.1	NR3C1
XP_020936071.1;XP_020936067.1;XP_020936062.1;XP_013847134.2;XP_005653010.2;XP_005653009.2;NP_001008481.1;XP_020936044.1;XP_005653011.2;XP_020936035.1;XP_005653013.2;XP_005653014.2;XP_005653012.2	XP_020936067.1	NR3C1
XP_020936071.1;XP_020936067.1;XP_020936062.1;XP_013847134.2;XP_005653010.2;XP_005653009.2;NP_001008481.1;XP_020936044.1;XP_005653011.2;XP_020936035.1;XP_005653013.2;XP_005653014.2;XP_005653012.2	XP_020936062.1	NR3C1
XP_020936071.1;XP_020936067.1;XP_020936062.1;XP_013847134.2;XP_005653010.2;XP_005653009.2;NP_001008481.1;XP_020936044.1;XP_005653011.2;XP_020936035.1;XP_005653013.2;XP_005653014.2;XP_005653012.2	XP_020936044.1	NR3C1
XP_020936071.1;XP_020936067.1;XP_020936062.1;XP_013847134.2;XP_005653010.2;XP_005653009.2;NP_001008481.1;XP_020936044.1;XP_005653011.2;XP_020936035.1;XP_005653013.2;XP_005653014.2;XP_005653012.2	XP_020936035.1	NR3C1
XP_013840479.1;XP_013840478.1;XP_005672726.1;NP_001008687.1	XP_013840479.1	PRNP
XP_013840479.1;XP_013840478.1;XP_005672726.1;NP_001008687.1	XP_013840478.1	PRNP
XP_013840479.1;XP_013840478.1;XP_005672726.1;NP_001008687.1	XP_005672726.1	PRNP
XP_013840479.1;XP_013840478.1;XP_005672726.1;NP_001008687.1	NP_001008687.1	PRNP
NP_001008688.1	NP_001008688.1	CA3
NP_001008689.1	NP_001008689.1	SAR1B
XP_020924276.1;NP_001008692.1	XP_020924276.1	LMCD1
XP_020924276.1;NP_001008692.1	NP_001008692.1	LMCD1
NP_001009576.1	NP_001009576.1	RDX
XP_005665171.1;XP_005665169.1;NP_001009582.1;XP_001928591.3	XP_005665171.1	STMN1
XP_005665171.1;XP_005665169.1;NP_001009582.1;XP_001928591.3	XP_005665169.1	STMN1
XP_005665171.1;XP_005665169.1;NP_001009582.1;XP_001928591.3	NP_001009582.1	STMN1
XP_005665171.1;XP_005665169.1;NP_001009582.1;XP_001928591.3	XP_001928591.3	STMN2
NP_001011507.1	NP_001011507.1	LAMP1
NP_001011509.1	NP_001011509.1	HEBP1
NP_001011727.1	NP_001011727.1	AHCY
NP_001012407.1	NP_001012407.1	ABHD5
XP_020935215.1;XP_020935214.1;XP_020935213.1;XP_020935212.1;XP_020935210.1;NP_001012408.1;XP_020935209.1;XP_020935208.1;XP_020935207.1;XP_020935206.1;XP_020935205.1;XP_020935204.1;XP_020935203.1;XP_020935202.1;XP_020935217.1;XP_020935216.1;XP_020935218.1	XP_020935215.1	DMD
XP_020935215.1;XP_020935214.1;XP_020935213.1;XP_020935212.1;XP_020935210.1;NP_001012408.1;XP_020935209.1;XP_020935208.1;XP_020935207.1;XP_020935206.1;XP_020935205.1;XP_020935204.1;XP_020935203.1;XP_020935202.1;XP_020935217.1;XP_020935216.1;XP_020935218.1	XP_020935214.1	DMD
XP_020935215.1;XP_020935214.1;XP_020935213.1;XP_020935212.1;XP_020935210.1;NP_001012408.1;XP_020935209.1;XP_020935208.1;XP_020935207.1;XP_020935206.1;XP_020935205.1;XP_020935204.1;XP_020935203.1;XP_020935202.1;XP_020935217.1;XP_020935216.1;XP_020935218.1	XP_020935217.1	DMD
XP_020935215.1;XP_020935214.1;XP_020935213.1;XP_020935212.1;XP_020935210.1;NP_001012408.1;XP_020935209.1;XP_020935208.1;XP_020935207.1;XP_020935206.1;XP_020935205.1;XP_020935204.1;XP_020935203.1;XP_020935202.1;XP_020935217.1;XP_020935216.1;XP_020935218.1	XP_020935216.1	DMD
XP_020935215.1;XP_020935214.1;XP_020935213.1;XP_020935212.1;XP_020935210.1;NP_001012408.1;XP_020935209.1;XP_020935208.1;XP_020935207.1;XP_020935206.1;XP_020935205.1;XP_020935204.1;XP_020935203.1;XP_020935202.1;XP_020935217.1;XP_020935216.1;XP_020935218.1	XP_020935218.1	DMD
NP_001014971.1	NP_001014971.1	COL5A1
XP_020956154.1;XP_020956153.1;XP_020956152.1;XP_020956151.1;XP_020956150.1;NP_001018042.1	XP_020956154.1	GUCY1B1
XP_020956154.1;XP_020956153.1;XP_020956152.1;XP_020956151.1;XP_020956150.1;NP_001018042.1	XP_020956153.1	GUCY1B1
XP_020956154.1;XP_020956153.1;XP_020956152.1;XP_020956151.1;XP_020956150.1;NP_001018042.1	XP_020956152.1	GUCY1B1
XP_020956154.1;XP_020956153.1;XP_020956152.1;XP_020956151.1;XP_020956150.1;NP_001018042.1	XP_020956151.1	GUCY1B1
XP_020956154.1;XP_020956153.1;XP_020956152.1;XP_020956151.1;XP_020956150.1;NP_001018042.1	XP_020956150.1	GUCY1B1
XP_020956170.1;XP_020956169.1;XP_020956168.1;XP_020956167.1;XP_020956166.1;NP_001018043.1	XP_020956170.1	GUCY1A1
XP_020956170.1;XP_020956169.1;XP_020956168.1;XP_020956167.1;XP_020956166.1;NP_001018043.1	XP_020956169.1	GUCY1A1
XP_020956170.1;XP_020956169.1;XP_020956168.1;XP_020956167.1;XP_020956166.1;NP_001018043.1	XP_020956168.1	GUCY1A1
XP_020956170.1;XP_020956169.1;XP_020956168.1;XP_020956167.1;XP_020956166.1;NP_001018043.1	XP_020956167.1	GUCY1A1
XP_020956170.1;XP_020956169.1;XP_020956168.1;XP_020956167.1;XP_020956166.1;NP_001018043.1	XP_020956166.1	GUCY1A1
XP_005656356.1;NP_001020386.1	XP_005656356.1	CFL2
XP_005656356.1;NP_001020386.1	NP_001020386.1	CFL2
NP_001020387.1	NP_001020387.1	LOC574051
XP_020927838.1;NP_001020393.1;XP_020927839.1	XP_020927838.1	MYOZ1
XP_020927838.1;NP_001020393.1;XP_020927839.1	NP_001020393.1	MYOZ1
XP_020927838.1;NP_001020393.1;XP_020927839.1	XP_020927839.1	MYOZ1
XP_020946862.1;XP_005664187.1;NP_001025706.1;XP_005664186.1	XP_020946862.1	BID
XP_020946862.1;XP_005664187.1;NP_001025706.1;XP_005664186.1	XP_005664187.1	BID
XP_020946862.1;XP_005664187.1;NP_001025706.1;XP_005664186.1	NP_001025706.1	BID
XP_020946862.1;XP_005664187.1;NP_001025706.1;XP_005664186.1	XP_005664186.1	BID
XP_020946863.1;NP_001026954.1	XP_020946863.1	ARL1
XP_020946863.1;NP_001026954.1	NP_001026954.1	ARL1
NP_001026955.1	NP_001026955.1	ARL3
XP_005657451.1;XP_005657450.1;NP_001026956.1	XP_005657451.1	SAR1A
XP_005657451.1;XP_005657450.1;NP_001026956.1	XP_005657450.1	SAR1A
XP_005657451.1;XP_005657450.1;NP_001026956.1	NP_001026956.1	SAR1A
NP_001026957.1	NP_001026957.1	RAB1A
NP_001026959.1	NP_001026959.1	RBP1
NP_001026962.1	NP_001026962.1	LOC595122
XP_020957916.1;NP_001026963.1	XP_020957916.1	NAMPT
XP_020957916.1;NP_001026963.1	NP_001026963.1	NAMPT
NP_001026964.1	NP_001026964.1	SPARC
NP_001026966.1;XP_020927841.1	NP_001026966.1	OAS2
NP_001026966.1;XP_020927841.1	XP_020927841.1	OAS2
NP_001026967.1	NP_001026967.1	FADD
NP_001027548.1;XP_020935163.1;XP_020935162.1	NP_001027548.1	HPRT1
NP_001027548.1;XP_020935163.1;XP_020935162.1	XP_020935163.1	HPRT1
NP_001027548.1;XP_020935163.1;XP_020935162.1	XP_020935162.1	HPRT1
NP_001028180.1	NP_001028180.1	AGPAT1
NP_001028186.1;XP_005653783.1	NP_001028186.1	MYBPH
NP_001028186.1;XP_005653783.1	XP_005653783.1	MYBPH
NP_001032223.1	NP_001032223.1	RPSA
NP_001032228.1	NP_001032228.1	TPI1
NP_001032810.1	NP_001032810.1	CTSD
NP_001033050.1	NP_001033050.1	PSMB9
NP_001033089.1;XP_020932989.1;XP_020932988.1	NP_001033089.1	FKBP1A
NP_001033089.1;XP_020932989.1;XP_020932988.1	XP_020932989.1	FKBP1A
NP_001033089.1;XP_020932989.1;XP_020932988.1	XP_020932988.1	FKBP1A
NP_001033096.1	NP_001033096.1	SRSF1
NP_001033712.1	NP_001033712.1	GNAQ
NP_001033715.2;XP_020919727.1	NP_001033715.2	AKR1C4
NP_001033715.2;XP_020919727.1	XP_020919727.1	AKR1C4
NP_001033721.1	NP_001033721.1	DNASE1L1
NP_001033725.1;XP_020937733.1	NP_001033725.1	PALM
NP_001033725.1;XP_020937733.1	XP_020937733.1	PALM
NP_001033727.1	NP_001033727.1	PLIN1
NP_001033734.1	NP_001033734.1	PALMD
NP_001034835.1	NP_001034835.1	FABP5
NP_001037992.1	NP_001037992.1	ENO3
NP_001038000.1;XP_005663527.1	NP_001038000.1	PSMD4
NP_001038000.1;XP_005663527.1	XP_005663527.1	PSMD4
NP_001038003.1	NP_001038003.1	GNA11
XP_013839744.1;NP_001038006.1	XP_013839744.1	MTX2
XP_013839744.1;NP_001038006.1	NP_001038006.1	MTX2
NP_001038007.1	NP_001038007.1	RPL6
NP_001038008.1;XP_003121835.2	NP_001038008.1	RPL10
NP_001038008.1;XP_003121835.2	XP_003121835.2	RPL10L
NP_001038009.1;XP_020947258.1;XP_003355423.1;XP_013843702.1	NP_001038009.1	TUBA1B
NP_001038009.1;XP_020947258.1;XP_003355423.1;XP_013843702.1	XP_020947258.1	LOC100127131
NP_001038009.1;XP_020947258.1;XP_003355423.1;XP_013843702.1	XP_003355423.1	LOC100127131
NP_001038009.1;XP_020947258.1;XP_003355423.1;XP_013843702.1	XP_013843702.1	LOC100127131
XP_020937947.1;NP_001038016.1	XP_020937947.1	CKMT2
XP_020937947.1;NP_001038016.1	NP_001038016.1	CKMT2
XP_005673463.1;NP_001038020.1;XP_020936571.1	XP_005673463.1	TMSB4X
XP_005673463.1;NP_001038020.1;XP_020936571.1	NP_001038020.1	TMSB4X
XP_005673463.1;NP_001038020.1;XP_020936571.1	XP_020936571.1	LOC110257905
XP_013852265.1;XP_005663204.1;NP_001038021.1	XP_013852265.1	MGST3
XP_013852265.1;XP_005663204.1;NP_001038021.1	XP_005663204.1	MGST3
XP_013852265.1;XP_005663204.1;NP_001038021.1	NP_001038021.1	MGST3
XP_020944412.1;XP_020944411.1;NP_001038022.1	XP_020944412.1	S100A6
XP_020944412.1;XP_020944411.1;NP_001038022.1	XP_020944411.1	S100A6
XP_020944412.1;XP_020944411.1;NP_001038022.1	NP_001038022.1	S100A6
NP_001038024.1	NP_001038024.1	PPP1CA
NP_001038025.1	NP_001038025.1	PPP1CC
NP_001038029.1	NP_001038029.1	SFN
NP_001038030.1	NP_001038030.1	PSMB10
XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	XP_020951792.1	MRLC2
XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	XP_013854702.1	MRLC2
XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	XP_003127889.1	MRLC2
XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	NP_001231180.1	LOC733637
XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	NP_001038037.3	LOC733637
XP_020927847.1;NP_001038039.1;XP_020927846.1	XP_020927847.1	PRKG1
XP_020927847.1;NP_001038039.1;XP_020927846.1	NP_001038039.1	PRKG1
XP_020927847.1;NP_001038039.1;XP_020927846.1	XP_020927846.1	PRKG1
XP_020932991.1;NP_001038040.1	XP_020932991.1	IDH3B
XP_020932991.1;NP_001038040.1	NP_001038040.1	IDH3B
NP_001038043.1	NP_001038043.1	GRN
NP_001038045.1	NP_001038045.1	STAT3
XP_020949263.1;NP_001038049.1;XP_020949264.1	XP_020949263.1	CRYZ
XP_020949263.1;NP_001038049.1;XP_020949264.1	NP_001038049.1	CRYZ
XP_020949263.1;NP_001038049.1;XP_020949264.1	XP_020949264.1	CRYZ
NP_001038055.1	NP_001038055.1	PLG
NP_001038057.1	NP_001038057.1	F10
XP_020957928.1;XP_020957927.1;XP_020957926.1;NP_001038066.1	XP_020957928.1	RPS3
XP_020957928.1;XP_020957927.1;XP_020957926.1;NP_001038066.1	XP_020957927.1	RPS3
XP_020957928.1;XP_020957927.1;XP_020957926.1;NP_001038066.1	XP_020957926.1	RPS3
XP_020957928.1;XP_020957927.1;XP_020957926.1;NP_001038066.1	NP_001038066.1	RPS3
NP_001038067.1	NP_001038067.1	CST3
NP_001038071.1	NP_001038071.1	ATP5PO
XP_020949269.1;NP_001038072.1;XP_020949268.1	XP_020949269.1	ECH1
XP_020949269.1;NP_001038072.1;XP_020949268.1	NP_001038072.1	ECH1
XP_020949269.1;NP_001038072.1;XP_020949268.1	XP_020949268.1	ECH1
NP_001038075.1	NP_001038075.1	NME2
NP_001038076.1	NP_001038076.1	ALDH2
NP_001038077.1	NP_001038077.1	TUBB
XP_020932993.1;XP_020932992.1;XP_005672893.1;NP_001038078.1	XP_020932993.1	MAPRE1
XP_020932993.1;XP_020932992.1;XP_005672893.1;NP_001038078.1	XP_020932992.1	MAPRE1
XP_020932993.1;XP_020932992.1;XP_005672893.1;NP_001038078.1	XP_005672893.1	MAPRE1
XP_020932993.1;XP_020932992.1;XP_005672893.1;NP_001038078.1	NP_001038078.1	MAPRE1
NP_001038079.1	NP_001038079.1	TXNIP
NP_001038084.1	NP_001038084.1	MPDU1
NP_001038086.3;XP_013846182.1	NP_001038086.3	CDK5
NP_001038086.3;XP_013846182.1	XP_013846182.1	CDK5
XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1	XP_020957938.1	CD36
XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1	XP_020957937.1	CD36
XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1	XP_020957936.1	CD36
XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1	XP_020957935.1	CD36
XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1	XP_020957933.1	CD36
NP_001041537.1;XP_020924286.1	NP_001041537.1	ARF4
NP_001041537.1;XP_020924286.1	XP_020924286.1	ARF4
NP_001041538.1	NP_001041538.1	ARL6IP5
NP_001070681.1	NP_001070681.1	MIF
NP_001070685.1	NP_001070685.1	SRSF6
XP_005663912.1;NP_001070686.1;XP_005663911.1	XP_005663912.1	HNRNPA1
XP_005663912.1;NP_001070686.1;XP_005663911.1	NP_001070686.1	HNRNPA1
XP_005663912.1;NP_001070686.1;XP_005663911.1	XP_005663911.1	HNRNPA1
XP_020924292.1;XP_020924291.1;NP_001070689.1;XP_020924289.1	XP_020924292.1	TRA2B
XP_020924292.1;XP_020924291.1;NP_001070689.1;XP_020924289.1	XP_020924291.1	TRA2B
XP_020924292.1;XP_020924291.1;NP_001070689.1;XP_020924289.1	NP_001070689.1	TRA2B
XP_020924292.1;XP_020924291.1;NP_001070689.1;XP_020924289.1	XP_020924289.1	TRA2B
NP_001070690.1	NP_001070690.1	SNRPA
XP_020921924.1;XP_020921923.1;NP_001072130.1	XP_020921924.1	SERPINF1
XP_020921924.1;XP_020921923.1;NP_001072130.1	XP_020921923.1	SERPINF1
XP_020921924.1;XP_020921923.1;NP_001072130.1	NP_001072130.1	SERPINF1
NP_001072131.1	NP_001072131.1	PARK7
NP_001072132.1	NP_001072132.1	NAXE
NP_001072139.1	NP_001072139.1	UBE2K
XP_005661779.2;NP_001072141.1	XP_005661779.2	UBE2D2
XP_005661779.2;NP_001072141.1	NP_001072141.1	UBE2D3
XP_020939992.1;XP_005659996.1;NP_001072145.1	XP_020939992.1	ARF6
XP_020939992.1;XP_005659996.1;NP_001072145.1	XP_005659996.1	ARF6
XP_020939992.1;XP_005659996.1;NP_001072145.1	NP_001072145.1	ARF6
NP_001072147.1	NP_001072147.1	CD81
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954051.1	NDRG2
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954050.1	NDRG2
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954053.1	NDRG2
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954052.1	NDRG2
XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	XP_020954054.1	NDRG2
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951813.1	YES1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951812.1	YES1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951811.1	YES1
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951315.1	FGR
XP_020940032.1;XP_020940025.1;XP_020940020.1;XP_020940009.1;XP_020940006.1;NP_001073675.2;XP_020951813.1;XP_020951812.1;XP_020951811.1;XP_020951315.1;XP_020951314.1;XP_020951313.1;XP_020951312.1;XP_020951311.1;XP_020951310.1;XP_020951309.1;XP_020951308.1;XP_020951307.1;XP_020951305.1;XP_020951304.1;XP_020951303.1	XP_020951314.1	FGR
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930347.1	ITGAV
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930346.1	ITGAV
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930345.1	ITGAV
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930349.1	ITGAV
XP_020930347.1;NP_001077401.1;XP_020930346.1;XP_020930345.1;XP_020930349.1;XP_020930348.1	XP_020930348.1	ITGAV
NP_001077410.2;NP_001028187.3	NP_001077410.2	ACE
NP_001077410.2;NP_001028187.3	NP_001028187.3	ACE
NP_001078912.1	NP_001078912.1	SELENOF
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957807.1	HMBS
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957806.1	HMBS
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957805.1	HMBS
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	XP_020957803.1	HMBS
XP_020957807.1;XP_020957806.1;XP_020957805.1;XP_020957803.1;NP_001090881.1	NP_001090881.1	HMBS
XP_005654459.1;NP_001090887.1	XP_005654459.1	EEF1A1
XP_005654459.1;NP_001090887.1	NP_001090887.1	EEF1A1
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930113.1	ITGB6
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930112.1	ITGB6
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930111.1	ITGB6
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930110.1	ITGB6
XP_020930113.1;XP_020930112.1;XP_020930111.1;XP_020930110.1;XP_020930109.1;NP_001090892.1;XP_020930108.1;XP_020930107.1	XP_020930109.1	ITGB6
NP_001090895.1	NP_001090895.1	DDO
NP_001090896.1;XP_020953509.1;XP_020953508.1	NP_001090896.1	SLA-3
NP_001090896.1;XP_020953509.1;XP_020953508.1	XP_020953509.1	SLA-3
NP_001090896.1;XP_020953509.1;XP_020953508.1	XP_020953508.1	SLA-3
XP_020932804.1;XP_005672820.1;NP_001090898.1	XP_020932804.1	MAVS
XP_020932804.1;XP_005672820.1;NP_001090898.1	XP_005672820.1	MAVS
XP_020932804.1;XP_005672820.1;NP_001090898.1	NP_001090898.1	MAVS
NP_001090904.1;XP_005671109.1	NP_001090904.1	P4HA1
NP_001090904.1;XP_005671109.1	XP_005671109.1	P4HA1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930148.1	BIN1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930147.1	BIN1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930146.1	BIN1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930144.1	BIN1
XP_020930148.1;XP_020930147.1;XP_020930146.1;NP_001090909.1;XP_020930144.1;XP_020930143.1;XP_020930142.1;XP_020930141.1;XP_020930140.1;XP_020930139.1;XP_020930138.1;XP_020930137.1;XP_020930136.1;XP_020930135.1;XP_020930134.1;XP_020930133.1;XP_020930132.1;XP_020930131.1;XP_020930130.1;XP_020930129.1;XP_020930128.1;XP_020930127.1;XP_020930126.1;XP_020930125.1;XP_020930124.1;XP_020930123.1;XP_020930122.1;XP_020930121.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1	XP_020930143.1	BIN1
NP_001090914.2	NP_001090914.2	CD14
NP_001090917.1	NP_001090917.1	C9
NP_001090918.1	NP_001090918.1	C6
NP_001090919.2;XP_020948834.1	NP_001090919.2	C8A
NP_001090919.2;XP_020948834.1	XP_020948834.1	C8A
NP_001090920.2	NP_001090920.2	C8B
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	NP_001090921.1	C8G
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	XP_013844502.1	C8G
NP_001090921.1;XP_013844502.1;XP_005652771.1;XP_013844498.1	XP_005652771.1	C8G
